[2025-04-10 03:27:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:27:46, systemid=3, lat=35.073569, lon=129.0923471, alt=27.183, dist_traveled=null, wp_dist=626, dist_to_home=1.3462256064034782E7, vertical_speed=-0.56596994, ground_speed=24.129744, wind_vel=0.0, airspeed=23.714626, gps_hdop=1.21, roll=42.74, pitch=-1.38, yaw=-161.67, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599}
[2025-04-10 03:27:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:27:47, systemid=3, lat=35.0732837, lon=129.0921612, alt=26.074, dist_traveled=null, wp_dist=590, dist_to_home=1.3462254154778158E7, vertical_speed=-0.74361324, ground_speed=24.314648, wind_vel=0.17087936, airspeed=23.863455, gps_hdop=1.21, roll=21.40, pitch=-3.26, yaw=-145.87, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:13, systemid=3, lat=35.0728299, lon=129.0905752, alt=30.014, dist_traveled=null, wp_dist=199, dist_to_home=1.3462144716919685E7, vertical_speed=-0.026489532, ground_speed=25.446623, wind_vel=0.16568919, airspeed=25.00381, gps_hdop=1.21, roll=-0.02, pitch=-2.45, yaw=33.34, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:14, systemid=3, lat=35.0730212, lon=129.0907286, alt=29.994, dist_traveled=null, wp_dist=173, dist_to_home=1.3462148368587263E7, vertical_speed=0.017128104, ground_speed=25.456833, wind_vel=0.1715373, airspeed=24.995989, gps_hdop=1.21, roll=0.16, pitch=-2.34, yaw=33.43, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:15, systemid=3, lat=35.073212, lon=129.0908818, alt=29.988, dist_traveled=null, wp_dist=148, dist_to_home=1.346215202715245E7, vertical_speed=0.018296864, ground_speed=25.440023, wind_vel=0.1789008, airspeed=25.020178, gps_hdop=1.21, roll=-0.14, pitch=-2.27, yaw=33.40, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:16, systemid=3, lat=35.073403, lon=129.0910349, alt=29.981, dist_traveled=null, wp_dist=122, dist_to_home=1.3462155667936396E7, vertical_speed=-0.01768347, ground_speed=25.435795, wind_vel=0.18609412, airspeed=25.016233, gps_hdop=1.21, roll=0.30, pitch=-2.32, yaw=33.37, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:17, systemid=3, lat=35.0735933, lon=129.0911876, alt=29.995, dist_traveled=null, wp_dist=97, dist_to_home=1.3462159308534281E7, vertical_speed=-0.012086922, ground_speed=25.39957, wind_vel=0.19396716, airspeed=24.982924, gps_hdop=1.21, roll=0.13, pitch=-2.35, yaw=33.41, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:18, systemid=3, lat=35.0737857, lon=129.0913421, alt=30.012, dist_traveled=null, wp_dist=71, dist_to_home=1.3462162998654347E7, vertical_speed=-0.019370267, ground_speed=25.439621, wind_vel=0.19990702, airspeed=25.020119, gps_hdop=1.21, roll=-0.17, pitch=-2.45, yaw=33.49, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:19, systemid=3, lat=35.0739757, lon=129.0914946, alt=30.038, dist_traveled=null, wp_dist=640, dist_to_home=1.3462166636616059E7, vertical_speed=0.052135754, ground_speed=25.39936, wind_vel=0.20736015, airspeed=25.009407, gps_hdop=1.21, roll=0.63, pitch=-2.27, yaw=33.60, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:20, systemid=3, lat=35.0741343, lon=129.0916883, alt=29.829, dist_traveled=null, wp_dist=663, dist_to_home=1.3462175148780284E7, vertical_speed=1.0588405, ground_speed=24.863207, wind_vel=0.21131806, airspeed=24.879549, gps_hdop=1.21, roll=60.69, pitch=6.65, yaw=75.13, ch3percent=59.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1592, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:21, systemid=3, lat=35.0741437, lon=129.0919476, alt=30.913, dist_traveled=null, wp_dist=671, dist_to_home=1.3462196088314433E7, vertical_speed=-1.0881846, ground_speed=23.107588, wind_vel=0.21519084, airspeed=23.054895, gps_hdop=1.21, roll=56.45, pitch=-2.14, yaw=92.60, ch3percent=42.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1429, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:22, systemid=3, lat=35.0740794, lon=129.092185, alt=29.332, dist_traveled=null, wp_dist=673, dist_to_home=1.3462218688727334E7, vertical_speed=-1.6267612, ground_speed=23.062925, wind_vel=0.21532236, airspeed=22.663483, gps_hdop=1.21, roll=55.30, pitch=-2.79, yaw=121.87, ch3percent=54.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1547, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:23, systemid=3, lat=35.0739214, lon=129.0923483, alt=28.069, dist_traveled=null, wp_dist=662, dist_to_home=1.3462239586486787E7, vertical_speed=-0.73299927, ground_speed=23.558405, wind_vel=0.21204071, airspeed=23.024876, gps_hdop=1.21, roll=54.84, pitch=-0.55, yaw=154.69, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1641, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:24, systemid=3, lat=35.0737151, lon=129.0923886, alt=27.609, dist_traveled=null, wp_dist=643, dist_to_home=1.3462252613742903E7, vertical_speed=-0.29729235, ground_speed=23.829737, wind_vel=0.20290008, airspeed=23.42182, gps_hdop=1.21, roll=50.72, pitch=-0.03, yaw=-177.68, ch3percent=62.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1629, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:25, systemid=3, lat=35.0735084, lon=129.0923212, alt=27.054, dist_traveled=null, wp_dist=620, dist_to_home=1.346225677886722E7, vertical_speed=-0.6818986, ground_speed=24.030523, wind_vel=0.18989575, airspeed=23.667543, gps_hdop=1.21, roll=40.58, pitch=-1.92, yaw=-158.36, ch3percent=58.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1588, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:26, systemid=3, lat=35.073321, lon=129.0921837, alt=26.232, dist_traveled=null, wp_dist=596, dist_to_home=1.3462254255608952E7, vertical_speed=-0.70459366, ground_speed=24.30837, wind_vel=0.17636108, airspeed=23.78705, gps_hdop=1.21, roll=22.62, pitch=-3.11, yaw=-145.86, ch3percent=59.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1593, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:27, systemid=3, lat=35.0731509, lon=129.0920147, alt=25.694, dist_traveled=null, wp_dist=572, dist_to_home=1.3462248320973434E7, vertical_speed=-0.29515147, ground_speed=24.543594, wind_vel=0.16208225, airspeed=23.971476, gps_hdop=1.21, roll=3.78, pitch=-2.94, yaw=-140.20, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1641, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:28, systemid=3, lat=35.072982, lon=129.0918383, alt=25.632, dist_traveled=null, wp_dist=549, dist_to_home=1.3462241719560469E7, vertical_speed=0.17681159, ground_speed=24.839272, wind_vel=0.14872815, airspeed=24.228878, gps_hdop=1.21, roll=-7.47, pitch=-1.83, yaw=-140.26, ch3percent=67.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1679, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:29, systemid=3, lat=35.0728064, lon=129.0916711, alt=26.028, dist_traveled=null, wp_dist=525, dist_to_home=1.3462236191812959E7, vertical_speed=0.4448389, ground_speed=24.983341, wind_vel=0.1327027, airspeed=24.438482, gps_hdop=1.21, roll=-12.24, pitch=-1.11, yaw=-143.68, ch3percent=69.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1696, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:30, systemid=3, lat=35.0726196, lon=129.0915191, alt=26.602, dist_traveled=null, wp_dist=501, dist_to_home=1.3462232444166204E7, vertical_speed=0.53873533, ground_speed=25.092073, wind_vel=0.11773189, airspeed=24.632824, gps_hdop=1.21, roll=-13.05, pitch=-0.95, yaw=-148.02, ch3percent=69.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1696, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:31, systemid=3, lat=35.0724221, lon=129.0913842, alt=27.158, dist_traveled=null, wp_dist=476, dist_to_home=1.346223060978198E7, vertical_speed=0.5437018, ground_speed=25.200071, wind_vel=0.106169336, airspeed=24.682543, gps_hdop=1.21, roll=-11.88, pitch=-0.98, yaw=-152.24, ch3percent=69.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1694, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:32, systemid=3, lat=35.0722158, lon=129.0912657, alt=27.662, dist_traveled=null, wp_dist=451, dist_to_home=1.3462230541574033E7, vertical_speed=0.45385128, ground_speed=25.312323, wind_vel=0.09684208, airspeed=24.74811, gps_hdop=1.21, roll=-9.62, pitch=-1.28, yaw=-156.00, ch3percent=68.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1684, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:33, systemid=3, lat=35.0720062, lon=129.0911623, alt=28.091, dist_traveled=null, wp_dist=426, dist_to_home=1.3462231873652868E7, vertical_speed=0.34462094, ground_speed=25.2732, wind_vel=0.08626844, airspeed=24.793598, gps_hdop=1.21, roll=-6.80, pitch=-1.53, yaw=-159.04, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:34, systemid=3, lat=35.0717935, lon=129.0910695, alt=28.431, dist_traveled=null, wp_dist=401, dist_to_home=1.3462234225540422E7, vertical_speed=0.26504734, ground_speed=25.242275, wind_vel=0.07877409, airspeed=24.84636, gps_hdop=1.21, roll=-3.94, pitch=-1.75, yaw=-161.00, ch3percent=67.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1670, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:35, systemid=3, lat=35.0715774, lon=129.0909822, alt=28.688, dist_traveled=null, wp_dist=375, dist_to_home=1.3462237190792298E7, vertical_speed=0.2303437, ground_speed=25.298061, wind_vel=0.0764573, airspeed=24.900822, gps_hdop=1.21, roll=-2.10, pitch=-1.90, yaw=-162.07, ch3percent=67.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1670, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:36, systemid=3, lat=35.0713593, lon=129.0908977, alt=28.941, dist_traveled=null, wp_dist=350, dist_to_home=1.3462240480910651E7, vertical_speed=0.24048117, ground_speed=25.33708, wind_vel=0.07712337, airspeed=24.90543, gps_hdop=1.21, roll=-0.43, pitch=-1.90, yaw=-162.57, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:37, systemid=3, lat=35.0711419, lon=129.0908142, alt=29.172, dist_traveled=null, wp_dist=325, dist_to_home=1.3462243820468783E7, vertical_speed=0.15890272, ground_speed=25.358349, wind_vel=0.080060296, airspeed=24.887276, gps_hdop=1.21, roll=0.49, pitch=-2.04, yaw=-162.60, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:38, systemid=3, lat=35.0709231, lon=129.0907294, alt=29.346, dist_traveled=null, wp_dist=299, dist_to_home=1.3462247118571794E7, vertical_speed=0.16139367, ground_speed=25.420704, wind_vel=0.08394027, airspeed=24.879114, gps_hdop=1.21, roll=1.18, pitch=-2.11, yaw=-162.39, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:39, systemid=3, lat=35.0707076, lon=129.0906441, alt=29.508, dist_traveled=null, wp_dist=274, dist_to_home=1.3462250220130716E7, vertical_speed=0.084534824, ground_speed=25.342104, wind_vel=0.08967731, airspeed=24.863047, gps_hdop=1.21, roll=1.06, pitch=-2.21, yaw=-161.91, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:40, systemid=3, lat=35.0704911, lon=129.0905563, alt=29.598, dist_traveled=null, wp_dist=248, dist_to_home=1.346225316246141E7, vertical_speed=0.095211565, ground_speed=25.367596, wind_vel=0.09631167, airspeed=24.941275, gps_hdop=1.21, roll=1.04, pitch=-2.21, yaw=-161.53, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:41, systemid=3, lat=35.0702764, lon=129.0904674, alt=29.683, dist_traveled=null, wp_dist=223, dist_to_home=1.3462255929319499E7, vertical_speed=0.07019155, ground_speed=25.31532, wind_vel=0.10513985, airspeed=24.949572, gps_hdop=1.21, roll=0.84, pitch=-2.18, yaw=-161.29, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:42, systemid=3, lat=35.0700608, lon=129.0903769, alt=29.748, dist_traveled=null, wp_dist=198, dist_to_home=1.3462258606460892E7, vertical_speed=0.07463988, ground_speed=25.332764, wind_vel=0.11356617, airspeed=24.941708, gps_hdop=1.21, roll=0.33, pitch=-2.20, yaw=-161.01, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:43, systemid=3, lat=35.0698439, lon=129.0902852, alt=29.82, dist_traveled=null, wp_dist=172, dist_to_home=1.3462261245682353E7, vertical_speed=0.048365023, ground_speed=25.417934, wind_vel=0.11934341, airspeed=24.905066, gps_hdop=1.21, roll=0.54, pitch=-2.36, yaw=-160.94, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:44, systemid=3, lat=35.0696276, lon=129.0901931, alt=29.873, dist_traveled=null, wp_dist=147, dist_to_home=1.3462263823593719E7, vertical_speed=0.03826388, ground_speed=25.44133, wind_vel=0.12567441, airspeed=24.906506, gps_hdop=1.21, roll=0.31, pitch=-2.32, yaw=-160.75, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:45, systemid=3, lat=35.0694122, lon=129.090101, alt=29.917, dist_traveled=null, wp_dist=121, dist_to_home=1.3462266359072372E7, vertical_speed=0.009103289, ground_speed=25.442642, wind_vel=0.13188767, airspeed=24.929207, gps_hdop=1.21, roll=0.23, pitch=-2.42, yaw=-160.69, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:46, systemid=3, lat=35.0691965, lon=129.0900087, alt=29.963, dist_traveled=null, wp_dist=96, dist_to_home=1.3462268892063346E7, vertical_speed=0.031387217, ground_speed=25.445957, wind_vel=0.13808724, airspeed=24.934324, gps_hdop=1.21, roll=-0.12, pitch=-2.31, yaw=-160.66, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:47, systemid=3, lat=35.0689813, lon=129.0899167, alt=29.985, dist_traveled=null, wp_dist=71, dist_to_home=1.3462271426175077E7, vertical_speed=0.06271822, ground_speed=25.408709, wind_vel=0.1456185, airspeed=24.934673, gps_hdop=1.21, roll=0.19, pitch=-2.20, yaw=-160.66, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:48, systemid=3, lat=35.0687655, lon=129.0898246, alt=30.006, dist_traveled=null, wp_dist=45, dist_to_home=1.3462273980154956E7, vertical_speed=-0.010065999, ground_speed=25.411436, wind_vel=0.15287158, airspeed=24.949223, gps_hdop=1.21, roll=-0.09, pitch=-2.36, yaw=-160.60, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:49, systemid=3, lat=35.0685506, lon=129.0897325, alt=30.009, dist_traveled=null, wp_dist=274, dist_to_home=1.346227649170366E7, vertical_speed=0.033092313, ground_speed=25.356194, wind_vel=0.16190816, airspeed=24.970572, gps_hdop=1.21, roll=22.41, pitch=-2.96, yaw=-157.76, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:50] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:50, systemid=3, lat=35.068352, lon=129.0895952, alt=30.416, dist_traveled=null, wp_dist=250, dist_to_home=1.346227450898778E7, vertical_speed=0.8710214, ground_speed=25.52412, wind_vel=0.1681704, airspeed=25.102573, gps_hdop=1.21, roll=24.54, pitch=-0.05, yaw=-145.63, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:51] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:51, systemid=3, lat=35.068177, lon=129.0894153, alt=30.438, dist_traveled=null, wp_dist=226, dist_to_home=1.3462267903082617E7, vertical_speed=-0.105056785, ground_speed=25.43339, wind_vel=0.17422432, airspeed=25.01174, gps_hdop=1.21, roll=24.79, pitch=-1.73, yaw=-137.21, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:52, systemid=3, lat=35.0680235, lon=129.089207, alt=30.307, dist_traveled=null, wp_dist=201, dist_to_home=1.346225794379688E7, vertical_speed=-0.1986771, ground_speed=25.45252, wind_vel=0.17769279, airspeed=25.002768, gps_hdop=1.21, roll=16.65, pitch=-2.51, yaw=-130.18, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 04:22:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:22:53, systemid=3, lat=35.0678864, lon=129.088981, alt=30.112, dist_traveled=null, wp_dist=175, dist_to_home=1.3462245753399752E7, vertical_speed=-0.17666839, ground_speed=25.479895, wind_vel=0.17941108, airspeed=24.973883, gps_hdop=1.21, roll=9.80, pitch=-2.73, yaw=-125.50, ch3percent=64.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1642, waypoints=[], home_location={lat=0.0, lon=0.0}}
