[2025-04-10 06:51:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:25, systemid=3, lat=35.0724056, lon=129.0913732, alt=27.162, dist_traveled=null, wp_dist=474, dist_to_home=1.3462230478799336E7, vertical_speed=0.48322156, ground_speed=25.201523, wind_vel=0.1097188, airspeed=24.78562, gps_hdop=1.21, roll=-11.46, pitch=-1.11, yaw=-154.13, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690}
[2025-04-10 06:51:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:26, systemid=3, lat=35.0721999, lon=129.0912576, alt=27.677, dist_traveled=null, wp_dist=449, dist_to_home=1.3462230621500654E7, vertical_speed=0.39642644, ground_speed=25.246979, wind_vel=0.09982847, airspeed=24.83727, gps_hdop=1.21, roll=-8.60, pitch=-1.42, yaw=-157.61, ch3percent=68.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1683, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:58:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:58:59, systemid=3, lat=35.0689492, lon=129.0874728, alt=29.02, dist_traveled=null, wp_dist=713, dist_to_home=1.3462071392102743E7, vertical_speed=0.2249204, ground_speed=25.428762, wind_vel=0.06955201, airspeed=24.968996, gps_hdop=1.21, roll=-6.33, pitch=-1.97, yaw=36.34, ch3percent=66.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1667, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:00, systemid=3, lat=35.0691336, lon=129.0876368, alt=29.292, dist_traveled=null, wp_dist=688, dist_to_home=1.3462076245028494E7, vertical_speed=0.1823914, ground_speed=25.34493, wind_vel=0.059771832, airspeed=24.94341, gps_hdop=1.21, roll=-4.58, pitch=-1.97, yaw=34.41, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:01, systemid=3, lat=35.0693202, lon=129.0877931, alt=29.511, dist_traveled=null, wp_dist=663, dist_to_home=1.346208035935776E7, vertical_speed=0.11690852, ground_speed=25.305511, wind_vel=0.053786226, airspeed=24.8645, gps_hdop=1.21, roll=-3.20, pitch=-2.16, yaw=33.19, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:02, systemid=3, lat=35.0695109, lon=129.0879467, alt=29.675, dist_traveled=null, wp_dist=637, dist_to_home=1.3462084058079718E7, vertical_speed=0.07996822, ground_speed=25.339043, wind_vel=0.0528118, airspeed=24.839739, gps_hdop=1.21, roll=-1.90, pitch=-2.36, yaw=32.39, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:03, systemid=3, lat=35.0697028, lon=129.0880976, alt=29.763, dist_traveled=null, wp_dist=612, dist_to_home=1.346208747757681E7, vertical_speed=0.06632418, ground_speed=25.374119, wind_vel=0.054682102, airspeed=24.874104, gps_hdop=1.21, roll=-1.00, pitch=-2.44, yaw=31.81, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:04, systemid=3, lat=35.0698951, lon=129.0882469, alt=29.839, dist_traveled=null, wp_dist=587, dist_to_home=1.346209074618776E7, vertical_speed=0.05592708, ground_speed=25.401266, wind_vel=0.058749523, airspeed=24.860783, gps_hdop=1.21, roll=-0.18, pitch=-2.43, yaw=31.56, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:05, systemid=3, lat=35.0700879, lon=129.0883958, alt=29.93, dist_traveled=null, wp_dist=561, dist_to_home=1.3462093958170772E7, vertical_speed=0.029868351, ground_speed=25.419336, wind_vel=0.06404554, airspeed=24.853954, gps_hdop=1.21, roll=0.35, pitch=-2.50, yaw=31.56, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:06, systemid=3, lat=35.0702802, lon=129.0885451, alt=29.962, dist_traveled=null, wp_dist=536, dist_to_home=1.3462097226529041E7, vertical_speed=-5.6418404E-4, ground_speed=25.438808, wind_vel=0.07032937, airspeed=24.910917, gps_hdop=1.21, roll=0.41, pitch=-2.60, yaw=31.82, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:07, systemid=3, lat=35.0704724, lon=129.0886955, alt=29.959, dist_traveled=null, wp_dist=511, dist_to_home=1.3462100590176664E7, vertical_speed=-0.01887167, ground_speed=25.44179, wind_vel=0.07747792, airspeed=24.922287, gps_hdop=1.21, roll=0.35, pitch=-2.60, yaw=32.01, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:08, systemid=3, lat=35.070664, lon=129.0888465, alt=29.951, dist_traveled=null, wp_dist=485, dist_to_home=1.3462104031395348E7, vertical_speed=0.026762068, ground_speed=25.463274, wind_vel=0.08472427, airspeed=24.934235, gps_hdop=1.21, roll=0.17, pitch=-2.47, yaw=32.24, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:09, systemid=3, lat=35.0708558, lon=129.0889987, alt=29.97, dist_traveled=null, wp_dist=460, dist_to_home=1.3462107562039169E7, vertical_speed=0.008249226, ground_speed=25.49235, wind_vel=0.091722675, airspeed=24.963837, gps_hdop=1.21, roll=0.14, pitch=-2.47, yaw=32.30, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:10, systemid=3, lat=35.0710475, lon=129.0891514, alt=29.977, dist_traveled=null, wp_dist=434, dist_to_home=1.3462111138490742E7, vertical_speed=0.03512993, ground_speed=25.50305, wind_vel=0.09886689, airspeed=25.022062, gps_hdop=1.21, roll=-0.03, pitch=-2.43, yaw=32.47, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:11, systemid=3, lat=35.0712388, lon=129.0893045, alt=29.991, dist_traveled=null, wp_dist=409, dist_to_home=1.3462114766612899E7, vertical_speed=0.021368947, ground_speed=25.495016, wind_vel=0.10647069, airspeed=24.972937, gps_hdop=1.21, roll=-0.17, pitch=-2.43, yaw=32.51, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:12, systemid=3, lat=35.0714303, lon=129.0894579, alt=29.993, dist_traveled=null, wp_dist=383, dist_to_home=1.3462118409939662E7, vertical_speed=8.081723E-4, ground_speed=25.470068, wind_vel=0.11430197, airspeed=24.956383, gps_hdop=1.21, roll=-0.29, pitch=-2.49, yaw=32.41, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:13, systemid=3, lat=35.0716202, lon=129.0896099, alt=29.996, dist_traveled=null, wp_dist=358, dist_to_home=1.3462122012941323E7, vertical_speed=-0.03368766, ground_speed=25.428509, wind_vel=0.12354275, airspeed=24.988594, gps_hdop=1.21, roll=-0.05, pitch=-2.46, yaw=32.49, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:14, systemid=3, lat=35.0718113, lon=129.0897629, alt=30.003, dist_traveled=null, wp_dist=333, dist_to_home=1.3462125641840145E7, vertical_speed=0.017397031, ground_speed=25.448977, wind_vel=0.13171838, airspeed=25.016825, gps_hdop=1.21, roll=-0.21, pitch=-2.48, yaw=32.54, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:15, systemid=3, lat=35.0720028, lon=129.089916, alt=30.002, dist_traveled=null, wp_dist=307, dist_to_home=1.3462129260043824E7, vertical_speed=0.019720145, ground_speed=25.453573, wind_vel=0.13998304, airspeed=25.024666, gps_hdop=1.21, roll=-0.11, pitch=-2.45, yaw=32.43, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:16, systemid=3, lat=35.0721945, lon=129.090069, alt=30.003, dist_traveled=null, wp_dist=282, dist_to_home=1.3462132860466078E7, vertical_speed=0.008796875, ground_speed=25.459703, wind_vel=0.14758103, airspeed=25.015238, gps_hdop=1.21, roll=-0.16, pitch=-2.57, yaw=32.39, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:17, systemid=3, lat=35.072386, lon=129.0902219, alt=30.022, dist_traveled=null, wp_dist=256, dist_to_home=1.346213646192061E7, vertical_speed=0.015778214, ground_speed=25.477991, wind_vel=0.15455285, airspeed=25.006313, gps_hdop=1.21, roll=0.29, pitch=-2.50, yaw=32.41, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:18, systemid=3, lat=35.0725775, lon=129.0903752, alt=30.032, dist_traveled=null, wp_dist=231, dist_to_home=1.346214009623187E7, vertical_speed=-0.0065465653, ground_speed=25.478134, wind_vel=0.16204485, airspeed=24.985033, gps_hdop=1.21, roll=-0.20, pitch=-2.53, yaw=32.56, ch3percent=65.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1652, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:19, systemid=3, lat=35.0727687, lon=129.0905283, alt=30.024, dist_traveled=null, wp_dist=205, dist_to_home=1.346214372803295E7, vertical_speed=-0.016732508, ground_speed=25.478518, wind_vel=0.16851506, airspeed=24.927673, gps_hdop=1.21, roll=-0.19, pitch=-2.59, yaw=32.44, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:20, systemid=3, lat=35.0729602, lon=129.0906814, alt=30.013, dist_traveled=null, wp_dist=180, dist_to_home=1.3462147345595218E7, vertical_speed=-0.031539857, ground_speed=25.504486, wind_vel=0.17394012, airspeed=24.964417, gps_hdop=1.21, roll=-0.17, pitch=-2.56, yaw=32.47, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:21, systemid=3, lat=35.0731516, lon=129.0908344, alt=30.013, dist_traveled=null, wp_dist=154, dist_to_home=1.346215095948669E7, vertical_speed=0.020740565, ground_speed=25.504494, wind_vel=0.1801708, airspeed=25.01977, gps_hdop=1.21, roll=-0.07, pitch=-2.47, yaw=32.40, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:22, systemid=3, lat=35.0733434, lon=129.0909876, alt=30.043, dist_traveled=null, wp_dist=129, dist_to_home=1.346215457092753E7, vertical_speed=0.005957634, ground_speed=25.495398, wind_vel=0.18592605, airspeed=25.022491, gps_hdop=1.21, roll=0.05, pitch=-2.56, yaw=32.48, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:23, systemid=3, lat=35.0735351, lon=129.091141, alt=30.042, dist_traveled=null, wp_dist=103, dist_to_home=1.3462158203435557E7, vertical_speed=0.0059511745, ground_speed=25.5073, wind_vel=0.19144094, airspeed=24.926285, gps_hdop=1.21, roll=0.03, pitch=-2.56, yaw=32.52, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:24, systemid=3, lat=35.0737264, lon=129.0912944, alt=30.018, dist_traveled=null, wp_dist=78, dist_to_home=1.3462161854629885E7, vertical_speed=-0.021569107, ground_speed=25.515558, wind_vel=0.1962502, airspeed=24.963476, gps_hdop=1.21, roll=-0.27, pitch=-2.58, yaw=32.61, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:25, systemid=3, lat=35.0739176, lon=129.0914478, alt=29.999, dist_traveled=null, wp_dist=52, dist_to_home=1.346216551039964E7, vertical_speed=0.008466299, ground_speed=25.518667, wind_vel=0.20114698, airspeed=24.995749, gps_hdop=1.21, roll=0.44, pitch=-2.51, yaw=32.72, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:26, systemid=3, lat=35.0740991, lon=129.0916168, alt=29.795, dist_traveled=null, wp_dist=658, dist_to_home=1.3462170908679223E7, vertical_speed=0.939978, ground_speed=25.172012, wind_vel=0.20490532, airspeed=24.910866, gps_hdop=1.21, roll=61.14, pitch=6.49, yaw=74.00, ch3percent=61.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1611, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:27, systemid=3, lat=35.0741351, lon=129.0918752, alt=30.965, dist_traveled=null, wp_dist=669, dist_to_home=1.3462190522797188E7, vertical_speed=-1.057883, ground_speed=23.25442, wind_vel=0.20708804, airspeed=23.114944, gps_hdop=1.21, roll=56.71, pitch=-1.90, yaw=92.52, ch3percent=39.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1393, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:28, systemid=3, lat=35.0740912, lon=129.0921206, alt=29.675, dist_traveled=null, wp_dist=672, dist_to_home=1.3462212823295647E7, vertical_speed=-1.6542474, ground_speed=23.173841, wind_vel=0.20661315, airspeed=22.72333, gps_hdop=1.21, roll=55.33, pitch=-2.74, yaw=121.60, ch3percent=51.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1512, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:29, systemid=3, lat=35.0739539, lon=129.0923084, alt=28.147, dist_traveled=null, wp_dist=664, dist_to_home=1.3462234767591836E7, vertical_speed=-0.74780774, ground_speed=23.675838, wind_vel=0.20318335, airspeed=23.165188, gps_hdop=1.21, roll=54.95, pitch=-0.41, yaw=154.67, ch3percent=63.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1631, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:30, systemid=3, lat=35.0737514, lon=129.0923802, alt=27.458, dist_traveled=null, wp_dist=645, dist_to_home=1.3462250213570021E7, vertical_speed=-0.38826376, ground_speed=24.066168, wind_vel=0.19557166, airspeed=23.501911, gps_hdop=1.21, roll=50.67, pitch=-0.11, yaw=-178.13, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:31, systemid=3, lat=35.0735392, lon=129.0923355, alt=27.013, dist_traveled=null, wp_dist=622, dist_to_home=1.34622565092535E7, vertical_speed=-0.6064871, ground_speed=24.248009, wind_vel=0.18514095, airspeed=23.766924, gps_hdop=1.21, roll=40.21, pitch=-1.65, yaw=-158.56, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:32, systemid=3, lat=35.0733471, lon=129.0922126, alt=26.329, dist_traveled=null, wp_dist=598, dist_to_home=1.3462255411010003E7, vertical_speed=-0.7466417, ground_speed=24.379686, wind_vel=0.17122646, airspeed=23.866484, gps_hdop=1.21, roll=22.71, pitch=-3.12, yaw=-146.35, ch3percent=58.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1585, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:33, systemid=3, lat=35.0731728, lon=129.0920488, alt=25.638, dist_traveled=null, wp_dist=574, dist_to_home=1.3462250102748027E7, vertical_speed=-0.34291637, ground_speed=24.595236, wind_vel=0.15708488, airspeed=24.050941, gps_hdop=1.21, roll=3.97, pitch=-2.91, yaw=-140.72, ch3percent=63.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1630, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:34, systemid=3, lat=35.0730048, lon=129.091874, alt=25.459, dist_traveled=null, wp_dist=551, dist_to_home=1.3462243590958606E7, vertical_speed=0.16564469, ground_speed=24.842112, wind_vel=0.14281903, airspeed=24.227762, gps_hdop=1.21, roll=-7.24, pitch=-1.74, yaw=-140.69, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:35, systemid=3, lat=35.0728301, lon=129.0917035, alt=25.752, dist_traveled=null, wp_dist=527, dist_to_home=1.346223774877673E7, vertical_speed=0.4914963, ground_speed=25.039692, wind_vel=0.12953793, airspeed=24.4403, gps_hdop=1.21, roll=-12.12, pitch=-0.98, yaw=-143.92, ch3percent=69.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1698, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:36, systemid=3, lat=35.072644, lon=129.0915464, alt=26.314, dist_traveled=null, wp_dist=503, dist_to_home=1.3462233547670761E7, vertical_speed=0.6093662, ground_speed=25.17884, wind_vel=0.117523275, airspeed=24.674786, gps_hdop=1.21, roll=-13.18, pitch=-0.77, yaw=-148.30, ch3percent=70.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1701, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:37, systemid=3, lat=35.072449, lon=129.0914078, alt=26.939, dist_traveled=null, wp_dist=478, dist_to_home=1.3462231290605403E7, vertical_speed=0.49882865, ground_speed=25.21396, wind_vel=0.10413919, airspeed=24.765682, gps_hdop=1.21, roll=-11.93, pitch=-1.10, yaw=-152.58, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:38, systemid=3, lat=35.0722461, lon=129.0912865, alt=27.507, dist_traveled=null, wp_dist=453, dist_to_home=1.3462230831598911E7, vertical_speed=0.42450663, ground_speed=25.18591, wind_vel=0.089955755, airspeed=24.78053, gps_hdop=1.21, roll=-9.47, pitch=-1.33, yaw=-156.24, ch3percent=68.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1681, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:59:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:59:39, systemid=3, lat=35.0720371, lon=129.0911797, alt=27.977, dist_traveled=null, wp_dist=428, dist_to_home=1.3462231855101313E7, vertical_speed=0.33988327, ground_speed=25.221663, wind_vel=0.080237105, airspeed=24.817099, gps_hdop=1.21, roll=-6.85, pitch=-1.52, yaw=-159.11, ch3percent=67.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1677, waypoints=[], home_location={lat=0.0, lon=0.0}}
