[2025-04-10 02:55:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:55:24, systemid=3, lat=35.0685152, lon=129.0897116, alt=29.853, dist_traveled=null, wp_dist=269, dist_to_home=1.3462276432990892E7, vertical_speed=-0.10603938, ground_speed=25.524956, wind_vel=0.0, airspeed=24.964106, gps_hdop=1.21, roll=38.76, pitch=-2.93, yaw=-158.25, ch3percent=72.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1722}
[2025-04-10 02:55:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:55:25, systemid=3, lat=35.0683202, lon=129.0895616, alt=30.419, dist_traveled=null, wp_dist=245, dist_to_home=1.3462273233596994E7, vertical_speed=0.37718487, ground_speed=25.711788, wind_vel=0.2901665, airspeed=25.150724, gps_hdop=1.21, roll=23.24, pitch=-1.74, yaw=-144.94, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1646, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:03, systemid=3, lat=35.0671628, lon=129.0875994, alt=29.874, dist_traveled=null, wp_dist=26, dist_to_home=1.3462165841446506E7, vertical_speed=0.03831325, ground_speed=25.423508, wind_vel=0.18832114, airspeed=24.95621, gps_hdop=1.21, roll=-2.53, pitch=-2.41, yaw=-124.77, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:04, systemid=3, lat=35.0670321, lon=129.0873694, alt=29.932, dist_traveled=null, wp_dist=0, dist_to_home=1.3462153019324144E7, vertical_speed=0.077046916, ground_speed=25.482405, wind_vel=0.19166926, airspeed=24.97404, gps_hdop=1.21, roll=-2.20, pitch=-2.39, yaw=-125.47, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:05, systemid=3, lat=35.066902, lon=129.087139, alt=30.01, dist_traveled=null, wp_dist=107, dist_to_home=1.346214013587099E7, vertical_speed=0.022679953, ground_speed=25.769579, wind_vel=0.19465826, airspeed=24.99712, gps_hdop=1.21, roll=55.57, pitch=2.46, yaw=-112.74, ch3percent=78.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1787, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:06, systemid=3, lat=35.0668436, lon=129.0868687, alt=31.085, dist_traveled=null, wp_dist=86, dist_to_home=1.3462120589988016E7, vertical_speed=-0.12805547, ground_speed=25.588625, wind_vel=0.19773242, airspeed=25.111837, gps_hdop=1.21, roll=37.89, pitch=-2.07, yaw=-97.05, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:07, systemid=3, lat=35.0668412, lon=129.0865913, alt=31.038, dist_traveled=null, wp_dist=954, dist_to_home=1.3462097825107077E7, vertical_speed=-0.15840119, ground_speed=25.628885, wind_vel=0.20125508, airspeed=25.110851, gps_hdop=1.21, roll=52.96, pitch=-1.38, yaw=-78.56, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:08, systemid=3, lat=35.0669278, lon=129.0863332, alt=31.19, dist_traveled=null, wp_dist=959, dist_to_home=1.3462072466761803E7, vertical_speed=1.9858503, ground_speed=26.085443, wind_vel=0.20236988, airspeed=25.716328, gps_hdop=1.21, roll=54.33, pitch=4.78, yaw=-42.04, ch3percent=84.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1843, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:09, systemid=3, lat=35.0671171, lon=129.0861674, alt=32.539, dist_traveled=null, wp_dist=950, dist_to_home=1.3462049891251747E7, vertical_speed=-0.012734436, ground_speed=25.815813, wind_vel=0.19852516, airspeed=25.449152, gps_hdop=1.21, roll=52.58, pitch=0.09, yaw=-23.49, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:10, systemid=3, lat=35.0673396, lon=129.0860925, alt=32.387, dist_traveled=null, wp_dist=933, dist_to_home=1.3462033251261001E7, vertical_speed=-0.46111113, ground_speed=25.627905, wind_vel=0.19232103, airspeed=25.239847, gps_hdop=1.21, roll=48.97, pitch=-1.03, yaw=-1.71, ch3percent=62.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1626, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:11, systemid=3, lat=35.0675664, lon=129.08612, alt=31.77, dist_traveled=null, wp_dist=911, dist_to_home=1.3462024854130402E7, vertical_speed=-0.9295752, ground_speed=25.361324, wind_vel=0.18317954, airspeed=25.020985, gps_hdop=1.21, roll=41.67, pitch=-2.61, yaw=16.19, ch3percent=58.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1581, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:12, systemid=3, lat=35.0677765, lon=129.0862271, alt=30.732, dist_traveled=null, wp_dist=887, dist_to_home=1.3462023806937415E7, vertical_speed=-1.0934707, ground_speed=25.26812, wind_vel=0.17148334, airspeed=24.863482, gps_hdop=1.21, roll=30.86, pitch=-3.67, yaw=29.94, ch3percent=57.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1574, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:13, systemid=3, lat=35.0679624, lon=129.0863858, alt=29.583, dist_traveled=null, wp_dist=861, dist_to_home=1.3462028153127255E7, vertical_speed=-0.85608745, ground_speed=25.293364, wind_vel=0.1580663, airspeed=24.780678, gps_hdop=1.21, roll=17.18, pitch=-3.78, yaw=39.01, ch3percent=59.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1593, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:14, systemid=3, lat=35.068132, lon=129.0865731, alt=28.757, dist_traveled=null, wp_dist=836, dist_to_home=1.3462035624356795E7, vertical_speed=-0.47225264, ground_speed=25.388714, wind_vel=0.14529756, airspeed=24.84618, gps_hdop=1.21, roll=4.84, pitch=-3.30, yaw=43.35, ch3percent=62.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1626, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:15, systemid=3, lat=35.0682934, lon=129.0867679, alt=28.374, dist_traveled=null, wp_dist=811, dist_to_home=1.346204409959062E7, vertical_speed=-0.12864497, ground_speed=25.387054, wind_vel=0.129698, airspeed=24.866535, gps_hdop=1.21, roll=-2.18, pitch=-2.61, yaw=44.13, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:16, systemid=3, lat=35.0684569, lon=129.086963, alt=28.305, dist_traveled=null, wp_dist=786, dist_to_home=1.3462052500678377E7, vertical_speed=0.11909941, ground_speed=25.480179, wind_vel=0.116557814, airspeed=24.968943, gps_hdop=1.21, roll=-6.02, pitch=-2.08, yaw=42.84, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:17, systemid=3, lat=35.0686255, lon=129.0871513, alt=28.47, dist_traveled=null, wp_dist=761, dist_to_home=1.3462060101004304E7, vertical_speed=0.26866573, ground_speed=25.436504, wind_vel=0.101933606, airspeed=25.005468, gps_hdop=1.21, roll=-7.08, pitch=-1.69, yaw=40.53, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:18, systemid=3, lat=35.0688005, lon=129.0873312, alt=28.756, dist_traveled=null, wp_dist=736, dist_to_home=1.3462066707482912E7, vertical_speed=0.27042603, ground_speed=25.448656, wind_vel=0.09012869, airspeed=24.96076, gps_hdop=1.21, roll=-7.02, pitch=-1.80, yaw=38.25, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:19, systemid=3, lat=35.0689814, lon=129.0875026, alt=29.058, dist_traveled=null, wp_dist=711, dist_to_home=1.346207233538161E7, vertical_speed=0.21681318, ground_speed=25.402678, wind_vel=0.08012136, airspeed=24.973652, gps_hdop=1.21, roll=-6.00, pitch=-1.98, yaw=36.07, ch3percent=66.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1667, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:20, systemid=3, lat=35.0691661, lon=129.0876652, alt=29.28, dist_traveled=null, wp_dist=685, dist_to_home=1.346207705872018E7, vertical_speed=0.22291377, ground_speed=25.402245, wind_vel=0.072573535, airspeed=24.905468, gps_hdop=1.21, roll=-4.39, pitch=-1.96, yaw=34.29, ch3percent=66.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1664, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:21, systemid=3, lat=35.0693553, lon=129.0878228, alt=29.503, dist_traveled=null, wp_dist=660, dist_to_home=1.3462081157961471E7, vertical_speed=0.1727157, ground_speed=25.403082, wind_vel=0.06852599, airspeed=24.923437, gps_hdop=1.21, roll=-2.99, pitch=-2.08, yaw=32.98, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:22, systemid=3, lat=35.0695446, lon=129.0879744, alt=29.679, dist_traveled=null, wp_dist=635, dist_to_home=1.3462084757564437E7, vertical_speed=0.037681177, ground_speed=25.323597, wind_vel=0.06645652, airspeed=24.866377, gps_hdop=1.21, roll=-1.66, pitch=-2.36, yaw=32.13, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:23, systemid=3, lat=35.069735, lon=129.0881233, alt=29.746, dist_traveled=null, wp_dist=609, dist_to_home=1.3462088082647998E7, vertical_speed=0.05140588, ground_speed=25.297556, wind_vel=0.06849391, airspeed=24.859398, gps_hdop=1.21, roll=-0.61, pitch=-2.35, yaw=31.73, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:24, systemid=3, lat=35.0699281, lon=129.0882728, alt=29.822, dist_traveled=null, wp_dist=584, dist_to_home=1.3462091330107272E7, vertical_speed=0.0658644, ground_speed=25.387642, wind_vel=0.07262187, airspeed=24.898235, gps_hdop=1.21, roll=-0.22, pitch=-2.40, yaw=31.55, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:25, systemid=3, lat=35.0701203, lon=129.0884213, alt=29.899, dist_traveled=null, wp_dist=559, dist_to_home=1.3462094537299844E7, vertical_speed=0.053556375, ground_speed=25.3576, wind_vel=0.078471474, airspeed=24.910915, gps_hdop=1.21, roll=0.59, pitch=-2.41, yaw=31.62, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:26, systemid=3, lat=35.070313, lon=129.0885713, alt=29.931, dist_traveled=null, wp_dist=533, dist_to_home=1.3462097844550956E7, vertical_speed=0.08022899, ground_speed=25.430065, wind_vel=0.084277645, airspeed=24.858904, gps_hdop=1.21, roll=0.43, pitch=-2.42, yaw=31.93, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:27, systemid=3, lat=35.0705051, lon=129.0887222, alt=29.95, dist_traveled=null, wp_dist=508, dist_to_home=1.3462101254112769E7, vertical_speed=0.07392164, ground_speed=25.476017, wind_vel=0.090364486, airspeed=24.940752, gps_hdop=1.21, roll=0.21, pitch=-2.43, yaw=32.05, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:28, systemid=3, lat=35.0706979, lon=129.0888744, alt=29.997, dist_traveled=null, wp_dist=482, dist_to_home=1.3462104737830777E7, vertical_speed=0.06923919, ground_speed=25.50284, wind_vel=0.09605074, airspeed=24.966509, gps_hdop=1.21, roll=0.27, pitch=-2.43, yaw=32.26, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:29, systemid=3, lat=35.0708884, lon=129.0890258, alt=30.049, dist_traveled=null, wp_dist=457, dist_to_home=1.3462108263620475E7, vertical_speed=-0.0128812445, ground_speed=25.465681, wind_vel=0.10331131, airspeed=24.925953, gps_hdop=1.21, roll=0.08, pitch=-2.60, yaw=32.30, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:30, systemid=3, lat=35.0710806, lon=129.089179, alt=30.05, dist_traveled=null, wp_dist=431, dist_to_home=1.3462111857766338E7, vertical_speed=-0.020765001, ground_speed=25.48895, wind_vel=0.1090566, airspeed=24.950468, gps_hdop=1.21, roll=-0.19, pitch=-2.60, yaw=32.33, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:31, systemid=3, lat=35.0712707, lon=129.0893304, alt=30.042, dist_traveled=null, wp_dist=406, dist_to_home=1.3462115402115008E7, vertical_speed=-0.017001772, ground_speed=25.4498, wind_vel=0.11726795, airspeed=24.969934, gps_hdop=1.21, roll=0.13, pitch=-2.47, yaw=32.33, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:32, systemid=3, lat=35.0714626, lon=129.0894837, alt=30.025, dist_traveled=null, wp_dist=381, dist_to_home=1.3462119018360725E7, vertical_speed=-0.014601761, ground_speed=25.503876, wind_vel=0.1236484, airspeed=24.963324, gps_hdop=1.21, roll=-0.03, pitch=-2.61, yaw=32.49, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:33, systemid=3, lat=35.0716539, lon=129.0896368, alt=30.003, dist_traveled=null, wp_dist=355, dist_to_home=1.3462122646204801E7, vertical_speed=-0.018308772, ground_speed=25.47201, wind_vel=0.13141654, airspeed=24.969099, gps_hdop=1.21, roll=-0.25, pitch=-2.52, yaw=32.57, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:34, systemid=3, lat=35.0718455, lon=129.0897901, alt=29.96, dist_traveled=null, wp_dist=330, dist_to_home=1.3462126276303384E7, vertical_speed=0.02858271, ground_speed=25.514063, wind_vel=0.13731965, airspeed=24.981255, gps_hdop=1.21, roll=-0.03, pitch=-2.46, yaw=32.47, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:35, systemid=3, lat=35.072037, lon=129.0899432, alt=29.953, dist_traveled=null, wp_dist=304, dist_to_home=1.3462129894484203E7, vertical_speed=0.011897134, ground_speed=25.486012, wind_vel=0.14466475, airspeed=25.015078, gps_hdop=1.21, roll=-0.03, pitch=-2.42, yaw=32.41, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:36, systemid=3, lat=35.0722287, lon=129.0900967, alt=29.966, dist_traveled=null, wp_dist=279, dist_to_home=1.3462133536115E7, vertical_speed=0.005109153, ground_speed=25.503078, wind_vel=0.15091342, airspeed=24.963055, gps_hdop=1.21, roll=-0.04, pitch=-2.47, yaw=32.58, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:37, systemid=3, lat=35.0724195, lon=129.0902499, alt=29.986, dist_traveled=null, wp_dist=253, dist_to_home=1.3462137195209563E7, vertical_speed=0.02674629, ground_speed=25.49158, wind_vel=0.15796994, airspeed=25.015434, gps_hdop=1.21, roll=-0.24, pitch=-2.41, yaw=32.44, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:38, systemid=3, lat=35.0726116, lon=129.0904038, alt=30.012, dist_traveled=null, wp_dist=228, dist_to_home=1.346214085075417E7, vertical_speed=0.00975835, ground_speed=25.470985, wind_vel=0.16462424, airspeed=25.03034, gps_hdop=1.21, roll=-0.33, pitch=-2.44, yaw=32.44, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:39, systemid=3, lat=35.0728015, lon=129.0905555, alt=29.994, dist_traveled=null, wp_dist=202, dist_to_home=1.3462144428231586E7, vertical_speed=-0.0012147059, ground_speed=25.432058, wind_vel=0.17369352, airspeed=24.979008, gps_hdop=1.21, roll=-0.09, pitch=-2.51, yaw=32.46, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:40, systemid=3, lat=35.0729929, lon=129.0907084, alt=29.998, dist_traveled=null, wp_dist=177, dist_to_home=1.3462148033982838E7, vertical_speed=0.020621179, ground_speed=25.440384, wind_vel=0.18042788, airspeed=24.983805, gps_hdop=1.21, roll=-0.07, pitch=-2.42, yaw=32.38, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:41, systemid=3, lat=35.0731838, lon=129.0908609, alt=30.0, dist_traveled=null, wp_dist=152, dist_to_home=1.3462151630139709E7, vertical_speed=-0.028000996, ground_speed=25.43051, wind_vel=0.18844171, airspeed=25.03241, gps_hdop=1.21, roll=0.09, pitch=-2.50, yaw=32.42, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:42, systemid=3, lat=35.0733754, lon=129.0910145, alt=29.984, dist_traveled=null, wp_dist=126, dist_to_home=1.346215528395033E7, vertical_speed=0.057645112, ground_speed=25.501669, wind_vel=0.19394466, airspeed=25.033798, gps_hdop=1.21, roll=-0.27, pitch=-2.41, yaw=32.53, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:43, systemid=3, lat=35.0735687, lon=129.0911697, alt=30.041, dist_traveled=null, wp_dist=100, dist_to_home=1.346215898960588E7, vertical_speed=0.017404007, ground_speed=25.50545, wind_vel=0.198237, airspeed=24.978634, gps_hdop=1.21, roll=-0.22, pitch=-2.60, yaw=32.57, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:16:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:16:44, systemid=3, lat=35.0737589, lon=129.0913223, alt=30.061, dist_traveled=null, wp_dist=75, dist_to_home=1.3462162626550218E7, vertical_speed=-0.0321597, ground_speed=25.485722, wind_vel=0.2038532, airspeed=24.957209, gps_hdop=1.21, roll=-0.13, pitch=-2.68, yaw=32.60, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
