[2025-04-10 05:38:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:38:55, systemid=3, lat=35.0735392, lon=129.0923347, alt=26.945, dist_traveled=null, wp_dist=622, dist_to_home=1.346225644328562E7, vertical_speed=-0.6108834, ground_speed=24.216747, wind_vel=0.0, airspeed=23.737926, gps_hdop=1.21, roll=40.15, pitch=-1.64, yaw=-158.49, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599}
[2025-04-10 05:38:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:38:56, systemid=3, lat=35.0732571, lon=129.0921317, alt=25.852, dist_traveled=null, wp_dist=586, dist_to_home=1.3462252973413214E7, vertical_speed=-0.64225817, ground_speed=24.48276, wind_vel=0.16378291, airspeed=23.949543, gps_hdop=1.21, roll=17.31, pitch=-3.16, yaw=-144.43, ch3percent=60.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1606, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:10, systemid=3, lat=35.0695576, lon=129.0901609, alt=29.972, dist_traveled=null, wp_dist=137, dist_to_home=1.346226446040775E7, vertical_speed=0.059514515, ground_speed=25.389492, wind_vel=0.13081484, airspeed=24.959557, gps_hdop=1.21, roll=-0.02, pitch=-2.39, yaw=-161.30, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:11, systemid=3, lat=35.0693431, lon=129.0900691, alt=29.951, dist_traveled=null, wp_dist=112, dist_to_home=1.3462266978263622E7, vertical_speed=0.016628927, ground_speed=25.373045, wind_vel=0.13960643, airspeed=24.931591, gps_hdop=1.21, roll=-0.10, pitch=-2.51, yaw=-161.32, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:12, systemid=3, lat=35.0691277, lon=129.0899772, alt=29.917, dist_traveled=null, wp_dist=87, dist_to_home=1.3462269530097993E7, vertical_speed=0.034893278, ground_speed=25.412813, wind_vel=0.1480668, airspeed=24.969738, gps_hdop=1.21, roll=-0.24, pitch=-2.44, yaw=-161.41, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:13, systemid=3, lat=35.0689111, lon=129.089885, alt=29.947, dist_traveled=null, wp_dist=61, dist_to_home=1.3462272113525609E7, vertical_speed=0.017872151, ground_speed=25.452812, wind_vel=0.15534551, airspeed=24.976812, gps_hdop=1.21, roll=-0.05, pitch=-2.53, yaw=-161.40, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:14, systemid=3, lat=35.0686956, lon=129.0897933, alt=29.973, dist_traveled=null, wp_dist=36, dist_to_home=1.3462274686349068E7, vertical_speed=-0.016034346, ground_speed=25.482569, wind_vel=0.16236822, airspeed=24.973812, gps_hdop=1.21, roll=-0.36, pitch=-2.63, yaw=-161.47, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:15, systemid=3, lat=35.0684801, lon=129.0896942, alt=29.963, dist_traveled=null, wp_dist=265, dist_to_home=1.3462276648804348E7, vertical_speed=-0.15163518, ground_speed=25.616026, wind_vel=0.16640034, airspeed=24.963257, gps_hdop=1.21, roll=45.29, pitch=-0.53, yaw=-155.87, ch3percent=79.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1795, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:16, systemid=3, lat=35.0682908, lon=129.0895341, alt=30.531, dist_traveled=null, wp_dist=241, dist_to_home=1.3462272348388491E7, vertical_speed=-0.095300354, ground_speed=25.66901, wind_vel=0.17048894, airspeed=25.061533, gps_hdop=1.21, roll=24.06, pitch=-2.49, yaw=-143.27, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:17, systemid=3, lat=35.0681244, lon=129.0893433, alt=30.377, dist_traveled=null, wp_dist=216, dist_to_home=1.3462264439074133E7, vertical_speed=-0.10957005, ground_speed=25.561493, wind_vel=0.17269816, airspeed=25.059961, gps_hdop=1.21, roll=20.45, pitch=-2.18, yaw=-134.78, ch3percent=64.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1647, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:18, systemid=3, lat=35.0679785, lon=129.089129, alt=30.151, dist_traveled=null, wp_dist=191, dist_to_home=1.346225362750755E7, vertical_speed=-0.21763858, ground_speed=25.484632, wind_vel=0.17441237, airspeed=25.016853, gps_hdop=1.21, roll=14.13, pitch=-2.64, yaw=-128.53, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:19, systemid=3, lat=35.0678469, lon=129.0889005, alt=29.921, dist_traveled=null, wp_dist=166, dist_to_home=1.3462240972236179E7, vertical_speed=-0.20604922, ground_speed=25.46802, wind_vel=0.17547618, airspeed=25.046135, gps_hdop=1.21, roll=7.44, pitch=-2.82, yaw=-124.71, ch3percent=64.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1649, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:20, systemid=3, lat=35.0677231, lon=129.088665, alt=29.779, dist_traveled=null, wp_dist=140, dist_to_home=1.3462227372730732E7, vertical_speed=-0.090873994, ground_speed=25.47547, wind_vel=0.17637049, airspeed=24.98811, gps_hdop=1.21, roll=2.42, pitch=-2.61, yaw=-122.60, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:21, systemid=3, lat=35.0676022, lon=129.0884272, alt=29.722, dist_traveled=null, wp_dist=115, dist_to_home=1.346221344703991E7, vertical_speed=-0.036093365, ground_speed=25.506968, wind_vel=0.17756452, airspeed=25.038893, gps_hdop=1.21, roll=-0.60, pitch=-2.54, yaw=-122.11, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:22, systemid=3, lat=35.0674805, lon=129.0881894, alt=29.721, dist_traveled=null, wp_dist=89, dist_to_home=1.3462199558847828E7, vertical_speed=0.032643974, ground_speed=25.506472, wind_vel=0.17940678, airspeed=25.03615, gps_hdop=1.21, roll=-2.03, pitch=-2.38, yaw=-122.46, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:23, systemid=3, lat=35.0673567, lon=129.087954, alt=29.782, dist_traveled=null, wp_dist=64, dist_to_home=1.3462185967217723E7, vertical_speed=0.04673141, ground_speed=25.491285, wind_vel=0.18208903, airspeed=24.997507, gps_hdop=1.21, roll=-2.76, pitch=-2.45, yaw=-123.31, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:24, systemid=3, lat=35.0672296, lon=129.0877206, alt=29.837, dist_traveled=null, wp_dist=38, dist_to_home=1.3462172695592042E7, vertical_speed=0.07961074, ground_speed=25.501389, wind_vel=0.1847631, airspeed=24.994263, gps_hdop=1.21, roll=-2.68, pitch=-2.37, yaw=-124.20, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:25, systemid=3, lat=35.0670997, lon=129.0874898, alt=29.889, dist_traveled=null, wp_dist=12, dist_to_home=1.3462159769938037E7, vertical_speed=0.060360543, ground_speed=25.50599, wind_vel=0.18814456, airspeed=25.006182, gps_hdop=1.21, roll=-2.34, pitch=-2.45, yaw=-125.09, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:26, systemid=3, lat=35.0669677, lon=129.0872615, alt=29.946, dist_traveled=null, wp_dist=116, dist_to_home=1.3462147149089426E7, vertical_speed=0.046123493, ground_speed=25.478159, wind_vel=0.19251357, airspeed=25.003378, gps_hdop=1.21, roll=-0.79, pitch=-2.45, yaw=-125.68, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:27, systemid=3, lat=35.0668601, lon=129.0870166, alt=30.05, dist_traveled=null, wp_dist=97, dist_to_home=1.346213201167265E7, vertical_speed=1.4605194, ground_speed=25.899817, wind_vel=0.19546613, airspeed=25.126915, gps_hdop=1.21, roll=44.70, pitch=5.18, yaw=-105.65, ch3percent=83.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1834, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:28, systemid=3, lat=35.0668333, lon=129.0867373, alt=31.109, dist_traveled=null, wp_dist=75, dist_to_home=1.3462110237521702E7, vertical_speed=-0.3393332, ground_speed=25.61579, wind_vel=0.19785865, airspeed=25.129494, gps_hdop=1.21, roll=41.08, pitch=-1.74, yaw=-93.73, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:29, systemid=3, lat=35.0668646, lon=129.0864619, alt=30.956, dist_traveled=null, wp_dist=958, dist_to_home=1.3462086052847818E7, vertical_speed=-0.29539886, ground_speed=25.78518, wind_vel=0.19979627, airspeed=25.191477, gps_hdop=1.21, roll=59.64, pitch=-0.08, yaw=-71.83, ch3percent=91.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1919, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:30, systemid=3, lat=35.0670108, lon=129.0862455, alt=32.049, dist_traveled=null, wp_dist=955, dist_to_home=1.3462061330966057E7, vertical_speed=1.6343697, ground_speed=26.007572, wind_vel=0.19800234, airspeed=25.708004, gps_hdop=1.21, roll=53.32, pitch=3.46, yaw=-38.34, ch3percent=70.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1706, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:31, systemid=3, lat=35.0672176, lon=129.0861192, alt=32.543, dist_traveled=null, wp_dist=942, dist_to_home=1.3462041190193346E7, vertical_speed=-0.16706154, ground_speed=25.759995, wind_vel=0.19218224, airspeed=25.40224, gps_hdop=1.21, roll=52.42, pitch=-0.14, yaw=-18.68, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:32, systemid=3, lat=35.0674457, lon=129.0860936, alt=32.175, dist_traveled=null, wp_dist=923, dist_to_home=1.3462028352716183E7, vertical_speed=-0.5517931, ground_speed=25.560223, wind_vel=0.18434483, airspeed=25.17186, gps_hdop=1.21, roll=47.63, pitch=-1.33, yaw=2.30, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:33, systemid=3, lat=35.0676672, lon=129.0861605, alt=31.331, dist_traveled=null, wp_dist=899, dist_to_home=1.3462023454153024E7, vertical_speed=-0.9796725, ground_speed=25.351759, wind_vel=0.17297538, airspeed=24.998737, gps_hdop=1.21, roll=39.91, pitch=-2.77, yaw=19.43, ch3percent=57.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1571, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:34, systemid=3, lat=35.0678656, lon=129.0862943, alt=30.224, dist_traveled=null, wp_dist=874, dist_to_home=1.3462025159073474E7, vertical_speed=-1.0940033, ground_speed=25.238926, wind_vel=0.15960406, airspeed=24.786379, gps_hdop=1.21, roll=28.10, pitch=-3.85, yaw=32.20, ch3percent=57.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1577, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:35, systemid=3, lat=35.0680423, lon=129.0864684, alt=29.176, dist_traveled=null, wp_dist=849, dist_to_home=1.3462031207883682E7, vertical_speed=-0.8017481, ground_speed=25.27936, wind_vel=0.14631581, airspeed=24.774916, gps_hdop=1.21, roll=14.29, pitch=-3.82, yaw=40.25, ch3percent=61.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1610, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:36, systemid=3, lat=35.0682067, lon=129.0866609, alt=28.501, dist_traveled=null, wp_dist=824, dist_to_home=1.346203935243087E7, vertical_speed=-0.41880462, ground_speed=25.365475, wind_vel=0.13227744, airspeed=24.833805, gps_hdop=1.21, roll=3.26, pitch=-3.16, yaw=43.76, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:37, systemid=3, lat=35.0683686, lon=129.0868576, alt=28.241, dist_traveled=null, wp_dist=799, dist_to_home=1.3462047960784227E7, vertical_speed=-0.059707794, ground_speed=25.454775, wind_vel=0.118644334, airspeed=24.908236, gps_hdop=1.21, roll=-3.57, pitch=-2.46, yaw=43.97, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:38, systemid=3, lat=35.0685346, lon=129.0870507, alt=28.322, dist_traveled=null, wp_dist=774, dist_to_home=1.3462056079305075E7, vertical_speed=0.23059756, ground_speed=25.504913, wind_vel=0.10572517, airspeed=24.992956, gps_hdop=1.21, roll=-6.63, pitch=-1.86, yaw=42.43, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:39, systemid=3, lat=35.0687058, lon=129.0872354, alt=28.581, dist_traveled=null, wp_dist=749, dist_to_home=1.3462063260409938E7, vertical_speed=0.28557694, ground_speed=25.447046, wind_vel=0.09120383, airspeed=24.984737, gps_hdop=1.21, roll=-7.45, pitch=-1.67, yaw=40.12, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:40, systemid=3, lat=35.0688825, lon=129.0874104, alt=28.848, dist_traveled=null, wp_dist=723, dist_to_home=1.3462069382782927E7, vertical_speed=0.26189616, ground_speed=25.384966, wind_vel=0.07853989, airspeed=24.965345, gps_hdop=1.21, roll=-6.90, pitch=-1.80, yaw=37.67, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:41, systemid=3, lat=35.0690652, lon=129.0875772, alt=29.145, dist_traveled=null, wp_dist=698, dist_to_home=1.3462074546615912E7, vertical_speed=0.2725193, ground_speed=25.37673, wind_vel=0.069211096, airspeed=24.961304, gps_hdop=1.21, roll=-5.32, pitch=-1.81, yaw=35.55, ch3percent=66.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1664, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:42, systemid=3, lat=35.0692527, lon=129.0877377, alt=29.402, dist_traveled=null, wp_dist=673, dist_to_home=1.3462078965033326E7, vertical_speed=0.18182838, ground_speed=25.373196, wind_vel=0.06370697, airspeed=24.924992, gps_hdop=1.21, roll=-3.93, pitch=-2.06, yaw=34.02, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:43, systemid=3, lat=35.0694424, lon=129.0878928, alt=29.599, dist_traveled=null, wp_dist=647, dist_to_home=1.3462082834531307E7, vertical_speed=0.14900672, ground_speed=25.383963, wind_vel=0.061393045, airspeed=24.867832, gps_hdop=1.21, roll=-2.66, pitch=-2.24, yaw=32.89, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:44, systemid=3, lat=35.0696344, lon=129.0880449, alt=29.743, dist_traveled=null, wp_dist=622, dist_to_home=1.3462086348331865E7, vertical_speed=0.11493189, ground_speed=25.409235, wind_vel=0.061518285, airspeed=24.856192, gps_hdop=1.21, roll=-1.49, pitch=-2.37, yaw=32.14, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:45, systemid=3, lat=35.069826, lon=129.0881943, alt=29.85, dist_traveled=null, wp_dist=596, dist_to_home=1.346208965815489E7, vertical_speed=0.033188596, ground_speed=25.403656, wind_vel=0.06357124, airspeed=24.835943, gps_hdop=1.21, roll=-0.65, pitch=-2.47, yaw=31.80, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:46, systemid=3, lat=35.0700179, lon=129.0883431, alt=29.88, dist_traveled=null, wp_dist=571, dist_to_home=1.3462092904263068E7, vertical_speed=0.036895808, ground_speed=25.373646, wind_vel=0.0680834, airspeed=24.90991, gps_hdop=1.21, roll=-0.12, pitch=-2.42, yaw=31.77, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:47, systemid=3, lat=35.0702092, lon=129.0884918, alt=29.896, dist_traveled=null, wp_dist=546, dist_to_home=1.346209617021705E7, vertical_speed=0.0048969635, ground_speed=25.38149, wind_vel=0.07415981, airspeed=24.909681, gps_hdop=1.21, roll=0.03, pitch=-2.47, yaw=31.81, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:48, systemid=3, lat=35.0704024, lon=129.0886424, alt=29.94, dist_traveled=null, wp_dist=520, dist_to_home=1.346209950337347E7, vertical_speed=0.026383432, ground_speed=25.430386, wind_vel=0.08080459, airspeed=24.943644, gps_hdop=1.21, roll=0.37, pitch=-2.56, yaw=31.92, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:49, systemid=3, lat=35.0705951, lon=129.0887936, alt=29.98, dist_traveled=null, wp_dist=495, dist_to_home=1.3462102909396918E7, vertical_speed=0.029767737, ground_speed=25.448439, wind_vel=0.08733866, airspeed=24.89131, gps_hdop=1.21, roll=0.43, pitch=-2.51, yaw=32.05, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:46:50] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:46:50, systemid=3, lat=35.0707871, lon=129.0889453, alt=30.006, dist_traveled=null, wp_dist=469, dist_to_home=1.3462106389447095E7, vertical_speed=-0.028283833, ground_speed=25.480742, wind_vel=0.093076564, airspeed=24.935482, gps_hdop=1.21, roll=0.16, pitch=-2.65, yaw=32.34, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
