[2025-04-10 04:38:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:08, systemid=3, lat=35.0674927, lon=129.086094, alt=31.895, dist_traveled=null, wp_dist=919, dist_to_home=1.3462026175565667E7, vertical_speed=-0.6590012, ground_speed=25.542599, wind_vel=0.19297527, airspeed=25.180548, gps_hdop=1.21, roll=46.40, pitch=-1.66, yaw=6.71, ch3percent=59.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1597}
[2025-04-10 04:38:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:09, systemid=3, lat=35.0677081, lon=129.0861794, alt=31.023, dist_traveled=null, wp_dist=895, dist_to_home=1.3462023089553729E7, vertical_speed=-1.002894, ground_speed=25.274899, wind_vel=0.18045756, airspeed=24.963171, gps_hdop=1.21, roll=37.29, pitch=-3.01, yaw=22.89, ch3percent=57.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1570, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:09, systemid=3, lat=35.0732917, lon=129.0921645, alt=26.124, dist_traveled=null, wp_dist=591, dist_to_home=1.3462254050591666E7, vertical_speed=-0.69557256, ground_speed=24.381618, wind_vel=0.17044093, airspeed=23.930576, gps_hdop=1.21, roll=16.32, pitch=-3.33, yaw=-143.99, ch3percent=59.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1593, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:10, systemid=3, lat=35.0731219, lon=129.0919958, alt=25.526, dist_traveled=null, wp_dist=568, dist_to_home=1.3462248126565188E7, vertical_speed=-0.151616, ground_speed=24.607447, wind_vel=0.15426332, airspeed=24.117111, gps_hdop=1.21, roll=-0.23, pitch=-2.48, yaw=-140.36, ch3percent=64.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1642, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:11, systemid=3, lat=35.0729521, lon=129.0918207, alt=25.489, dist_traveled=null, wp_dist=544, dist_to_home=1.346224167466718E7, vertical_speed=0.32320103, ground_speed=24.835966, wind_vel=0.13843156, airspeed=24.34837, gps_hdop=1.21, roll=-9.18, pitch=-1.42, yaw=-141.64, ch3percent=68.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1683, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:12, systemid=3, lat=35.072775, lon=129.0916549, alt=25.903, dist_traveled=null, wp_dist=520, dist_to_home=1.3462236332903191E7, vertical_speed=0.5439742, ground_speed=25.01308, wind_vel=0.123755574, airspeed=24.535023, gps_hdop=1.21, roll=-12.39, pitch=-0.95, yaw=-145.22, ch3percent=70.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1700, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:13, systemid=3, lat=35.0725862, lon=129.0915028, alt=26.493, dist_traveled=null, wp_dist=496, dist_to_home=1.3462232671065804E7, vertical_speed=0.63471323, ground_speed=25.138613, wind_vel=0.11037298, airspeed=24.655792, gps_hdop=1.21, roll=-12.96, pitch=-0.80, yaw=-149.65, ch3percent=69.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1699, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:14, systemid=3, lat=35.072388, lon=129.0913689, alt=27.13, dist_traveled=null, wp_dist=471, dist_to_home=1.3462230952050762E7, vertical_speed=0.5870868, ground_speed=25.212307, wind_vel=0.098764725, airspeed=24.721962, gps_hdop=1.21, roll=-11.24, pitch=-1.07, yaw=-153.82, ch3percent=68.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1688, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:15, systemid=3, lat=35.0721824, lon=129.0912516, alt=27.707, dist_traveled=null, wp_dist=446, dist_to_home=1.3462230949854834E7, vertical_speed=0.4533925, ground_speed=25.27044, wind_vel=0.08978389, airspeed=24.715824, gps_hdop=1.21, roll=-8.78, pitch=-1.53, yaw=-157.29, ch3percent=67.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1678, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:16, systemid=3, lat=35.0719712, lon=129.0911475, alt=28.199, dist_traveled=null, wp_dist=421, dist_to_home=1.3462232299450343E7, vertical_speed=0.43666065, ground_speed=25.322588, wind_vel=0.08421577, airspeed=24.782442, gps_hdop=1.21, roll=-6.10, pitch=-1.62, yaw=-160.02, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:17, systemid=3, lat=35.0717573, lon=129.0910541, alt=28.635, dist_traveled=null, wp_dist=396, dist_to_home=1.3462234658285651E7, vertical_speed=0.30055368, ground_speed=25.307209, wind_vel=0.08073531, airspeed=24.76675, gps_hdop=1.21, roll=-3.48, pitch=-1.96, yaw=-161.61, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:18, systemid=3, lat=35.071542, lon=129.0909667, alt=28.935, dist_traveled=null, wp_dist=370, dist_to_home=1.3462237577646155E7, vertical_speed=0.2219052, ground_speed=25.312275, wind_vel=0.079744615, airspeed=24.770283, gps_hdop=1.21, roll=-1.80, pitch=-2.11, yaw=-162.62, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:19, systemid=3, lat=35.071326, lon=129.0908824, alt=29.157, dist_traveled=null, wp_dist=345, dist_to_home=1.3462240785467844E7, vertical_speed=0.16414365, ground_speed=25.337765, wind_vel=0.081014864, airspeed=24.750565, gps_hdop=1.21, roll=-0.32, pitch=-2.20, yaw=-163.08, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:20, systemid=3, lat=35.0711096, lon=129.0907989, alt=29.349, dist_traveled=null, wp_dist=320, dist_to_home=1.3462244077975735E7, vertical_speed=0.15061037, ground_speed=25.3311, wind_vel=0.08418689, airspeed=24.775497, gps_hdop=1.21, roll=0.49, pitch=-2.21, yaw=-162.96, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:21, systemid=3, lat=35.0708947, lon=129.0907153, alt=29.511, dist_traveled=null, wp_dist=295, dist_to_home=1.3462247291587954E7, vertical_speed=0.09608586, ground_speed=25.283287, wind_vel=0.089658804, airspeed=24.807568, gps_hdop=1.21, roll=0.90, pitch=-2.28, yaw=-162.74, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:22, systemid=3, lat=35.0706789, lon=129.0906298, alt=29.627, dist_traveled=null, wp_dist=269, dist_to_home=1.3462250390749974E7, vertical_speed=0.113236435, ground_speed=25.328804, wind_vel=0.0965446, airspeed=24.895992, gps_hdop=1.21, roll=0.95, pitch=-2.31, yaw=-162.36, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:23, systemid=3, lat=35.0704626, lon=129.0905421, alt=29.723, dist_traveled=null, wp_dist=244, dist_to_home=1.3462253331906168E7, vertical_speed=0.04186054, ground_speed=25.354626, wind_vel=0.1039124, airspeed=24.848845, gps_hdop=1.21, roll=0.96, pitch=-2.56, yaw=-162.07, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:24, systemid=3, lat=35.0702467, lon=129.0904527, alt=29.817, dist_traveled=null, wp_dist=219, dist_to_home=1.346225611395683E7, vertical_speed=0.056364056, ground_speed=25.404028, wind_vel=0.110568374, airspeed=24.895878, gps_hdop=1.21, roll=0.71, pitch=-2.50, yaw=-161.75, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:25, systemid=3, lat=35.0700308, lon=129.0903621, alt=29.879, dist_traveled=null, wp_dist=193, dist_to_home=1.3462258796946509E7, vertical_speed=0.07422359, ground_speed=25.402983, wind_vel=0.11789419, airspeed=24.885296, gps_hdop=1.21, roll=0.32, pitch=-2.45, yaw=-161.60, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:26, systemid=3, lat=35.0698156, lon=129.0902708, alt=29.937, dist_traveled=null, wp_dist=168, dist_to_home=1.346226138918442E7, vertical_speed=0.03221782, ground_speed=25.411463, wind_vel=0.12515497, airspeed=24.878653, gps_hdop=1.21, roll=0.25, pitch=-2.49, yaw=-161.34, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:27, systemid=3, lat=35.0696004, lon=129.090179, alt=29.952, dist_traveled=null, wp_dist=143, dist_to_home=1.3462263940086154E7, vertical_speed=0.062204868, ground_speed=25.41342, wind_vel=0.13256608, airspeed=24.929857, gps_hdop=1.21, roll=-0.08, pitch=-2.42, yaw=-161.39, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:28, systemid=3, lat=35.0693852, lon=129.0900874, alt=29.981, dist_traveled=null, wp_dist=117, dist_to_home=1.3462266507377928E7, vertical_speed=0.027972875, ground_speed=25.413445, wind_vel=0.14009178, airspeed=24.920057, gps_hdop=1.21, roll=-0.12, pitch=-2.47, yaw=-161.40, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:29, systemid=3, lat=35.0691697, lon=129.0899957, alt=30.002, dist_traveled=null, wp_dist=92, dist_to_home=1.3462269080429196E7, vertical_speed=0.026471807, ground_speed=25.417498, wind_vel=0.14780504, airspeed=24.918526, gps_hdop=1.21, roll=-0.18, pitch=-2.46, yaw=-161.51, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:30, systemid=3, lat=35.0689544, lon=129.0899043, alt=29.988, dist_traveled=null, wp_dist=66, dist_to_home=1.3462271668711068E7, vertical_speed=0.0056521385, ground_speed=25.442661, wind_vel=0.15484491, airspeed=24.910463, gps_hdop=1.21, roll=0.19, pitch=-2.49, yaw=-161.44, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:31, systemid=3, lat=35.0687386, lon=129.0898123, alt=30.02, dist_traveled=null, wp_dist=41, dist_to_home=1.3462274230924452E7, vertical_speed=-0.018365178, ground_speed=25.448774, wind_vel=0.16210945, airspeed=24.94543, gps_hdop=1.21, roll=-0.21, pitch=-2.54, yaw=-161.40, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:32, systemid=3, lat=35.0685236, lon=129.0897183, alt=30.025, dist_traveled=null, wp_dist=270, dist_to_home=1.346227659047352E7, vertical_speed=-0.069303885, ground_speed=25.599886, wind_vel=0.16866907, airspeed=24.987123, gps_hdop=1.21, roll=44.53, pitch=0.22, yaw=-155.05, ch3percent=71.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1713, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:33, systemid=3, lat=35.068329, lon=129.0895708, alt=30.524, dist_traveled=null, wp_dist=246, dist_to_home=1.3462273578444535E7, vertical_speed=-0.19290784, ground_speed=25.609398, wind_vel=0.17423196, airspeed=25.090761, gps_hdop=1.21, roll=24.71, pitch=-2.50, yaw=-143.21, ch3percent=64.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1647, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:34, systemid=3, lat=35.0681567, lon=129.0893862, alt=30.438, dist_traveled=null, wp_dist=221, dist_to_home=1.3462266457938699E7, vertical_speed=-0.13311231, ground_speed=25.55096, wind_vel=0.17731269, airspeed=25.00761, gps_hdop=1.21, roll=20.42, pitch=-2.27, yaw=-134.81, ch3percent=65.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1651, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:35, systemid=3, lat=35.0680064, lon=129.0891755, alt=30.252, dist_traveled=null, wp_dist=196, dist_to_home=1.346225615021609E7, vertical_speed=-0.20763767, ground_speed=25.523876, wind_vel=0.17886648, airspeed=25.005854, gps_hdop=1.21, roll=13.78, pitch=-2.65, yaw=-128.60, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:36, systemid=3, lat=35.0678718, lon=129.0889488, alt=30.035, dist_traveled=null, wp_dist=171, dist_to_home=1.3462243784501696E7, vertical_speed=-0.1586676, ground_speed=25.513002, wind_vel=0.1796113, airspeed=25.03895, gps_hdop=1.21, roll=7.29, pitch=-2.73, yaw=-124.67, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:37, systemid=3, lat=35.0677468, lon=129.0887147, alt=29.876, dist_traveled=null, wp_dist=145, dist_to_home=1.3462230356912864E7, vertical_speed=-0.114472546, ground_speed=25.4469, wind_vel=0.17965399, airspeed=25.00128, gps_hdop=1.21, roll=2.63, pitch=-2.65, yaw=-122.78, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:38, systemid=3, lat=35.0676265, lon=129.0884792, alt=29.787, dist_traveled=null, wp_dist=120, dist_to_home=1.3462216592711505E7, vertical_speed=-0.04612857, ground_speed=25.418028, wind_vel=0.18026012, airspeed=24.989908, gps_hdop=1.21, roll=-0.39, pitch=-2.49, yaw=-122.24, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:39, systemid=3, lat=35.0675058, lon=129.088242, alt=29.73, dist_traveled=null, wp_dist=95, dist_to_home=1.3462202707000403E7, vertical_speed=6.471244E-4, ground_speed=25.454357, wind_vel=0.18176961, airspeed=24.988693, gps_hdop=1.21, roll=-1.99, pitch=-2.42, yaw=-122.57, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:40, systemid=3, lat=35.0673829, lon=129.0880056, alt=29.757, dist_traveled=null, wp_dist=69, dist_to_home=1.3462188990602273E7, vertical_speed=0.05193352, ground_speed=25.472494, wind_vel=0.18402557, airspeed=25.018414, gps_hdop=1.21, roll=-2.64, pitch=-2.36, yaw=-123.18, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:41, systemid=3, lat=35.0672573, lon=129.0877716, alt=29.808, dist_traveled=null, wp_dist=44, dist_to_home=1.3462175598981518E7, vertical_speed=0.0468492, ground_speed=25.483685, wind_vel=0.18690555, airspeed=24.995138, gps_hdop=1.21, roll=-3.09, pitch=-2.37, yaw=-124.30, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:42, systemid=3, lat=35.0671281, lon=129.0875398, alt=29.875, dist_traveled=null, wp_dist=18, dist_to_home=1.3462162557965754E7, vertical_speed=0.053911604, ground_speed=25.47057, wind_vel=0.19080447, airspeed=24.96185, gps_hdop=1.21, roll=-2.39, pitch=-2.44, yaw=-125.22, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:43, systemid=3, lat=35.0669965, lon=129.0873113, alt=29.943, dist_traveled=null, wp_dist=80, dist_to_home=1.3462149901840275E7, vertical_speed=0.026915126, ground_speed=25.49212, wind_vel=0.1942398, airspeed=24.94952, gps_hdop=1.21, roll=-0.09, pitch=-2.54, yaw=-125.62, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:44, systemid=3, lat=35.0668744, lon=129.0870734, alt=29.885, dist_traveled=null, wp_dist=102, dist_to_home=1.3462136023615267E7, vertical_speed=1.7748231, ground_speed=25.958391, wind_vel=0.19590138, airspeed=25.224411, gps_hdop=1.21, roll=41.78, pitch=5.09, yaw=-104.56, ch3percent=98.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1982, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:45, systemid=3, lat=35.0668369, lon=129.0867958, alt=31.14, dist_traveled=null, wp_dist=79, dist_to_home=1.3462114892846245E7, vertical_speed=-0.32101452, ground_speed=25.65988, wind_vel=0.1979659, airspeed=25.089184, gps_hdop=1.21, roll=41.47, pitch=-1.49, yaw=-93.03, ch3percent=64.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1647, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:46, systemid=3, lat=35.0668524, lon=129.0865187, alt=31.012, dist_traveled=null, wp_dist=957, dist_to_home=1.346209131095994E7, vertical_speed=-0.21396875, ground_speed=25.836367, wind_vel=0.19974399, airspeed=25.241365, gps_hdop=1.21, roll=60.43, pitch=0.66, yaw=-69.72, ch3percent=78.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1785, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:47, systemid=3, lat=35.0669743, lon=129.0862825, alt=31.706, dist_traveled=null, wp_dist=957, dist_to_home=1.346206609880889E7, vertical_speed=1.4319084, ground_speed=25.975826, wind_vel=0.198604, airspeed=25.64463, gps_hdop=1.21, roll=53.09, pitch=2.98, yaw=-37.94, ch3percent=74.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1744, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:48, systemid=3, lat=35.0671731, lon=129.0861384, alt=32.537, dist_traveled=null, wp_dist=946, dist_to_home=1.3462044866221933E7, vertical_speed=-0.15874568, ground_speed=25.768553, wind_vel=0.19274606, airspeed=25.368258, gps_hdop=1.21, roll=52.15, pitch=-0.10, yaw=-17.67, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:06:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:06:49, systemid=3, lat=35.0674011, lon=129.0860908, alt=32.244, dist_traveled=null, wp_dist=927, dist_to_home=1.3462030219074698E7, vertical_speed=-0.567096, ground_speed=25.587233, wind_vel=0.18511187, airspeed=25.17546, gps_hdop=1.21, roll=47.43, pitch=-1.35, yaw=3.32, ch3percent=61.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1610, waypoints=[], home_location={lon=0.0, lat=0.0}}
